Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-10-23,AU [date]=2025-10-30,Date de génération=2025-11-10,Durée d’une génération=14:15:28
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Texte de la catégorie de frais","Texte de la sous-catégorie de frais","Texte du code de type d’action","Identificateur du barème des frais de service aux commerçants","Texte des frais","Code de qualification d’interchange","Quantité unitaire","Montant des frais de service","Montant de la transaction","Taux des frais","Total de frais","Taxe de vente","Impôt fédéral","Taxes provinciales","Total des frais après impôt"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MTKV","54","0.017500000","-143.05000000","0.00000000","-1.08000000","0.00000000","0.00000000","0.00000000","-1.08000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MCSF","14","0.017500000","-1400.00000000","0.00000000","-0.26000002","0.00000000","0.00000000","0.00000000","-0.26000002"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MIPU","449","0.017500000","-1415.64000000","0.00000000","-7.95000004","0.00000000","0.00000000","0.00000000","-7.95000004"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MM1","326","0.017500000","-13073.50000000","0.00000000","-5.69999896","0.00000000","0.00000000","0.00000000","-5.69999896"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MSI","187","0.017500000","-10438.17000000","0.00000000","-3.31000004","0.00000000","0.00000000","0.00000000","-3.31000004"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MRD1","177","0.017500000","-6620.00000000","0.00000000","-3.12000008","0.00000000","0.00000000","0.00000000","-3.12000008"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MM1","1210","0.017500000","-37151.38000000","0.00000000","-21.24000143","0.00000000","0.00000000","0.00000000","-21.24000143"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MHB2","447","0.017500000","-4.63000000","0.00000000","-7.90000005","0.00000000","0.00000000","0.00000000","-7.90000005"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MRC7","103","0.017500000","-3054.55000000","0.00000000","-1.99000000","0.00000000","0.00000000","0.00000000","-1.99000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MTKV","53","0.017500000","-171.64000000","0.00000000","-0.95000006","0.00000000","0.00000000","0.00000000","-0.95000006"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MHB2","22","0.017500000","-576.22000000","0.00000000","-0.39000004","0.00000000","0.00000000","0.00000000","-0.39000004"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MHB2","6","0.017500000","-18.12000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","19","0.017500000","0.00000000","0.00000000","-0.38000000","0.00000000","0.00000000","0.00000000","-0.38000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MHB2","6","0.150000000","-18.12000000","0.00000000","-0.90000000","0.00000000","0.00000000","0.00000000","-0.90000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MM1D","74","0.150000000","-432.00000000","0.00000000","-11.10000000","0.00000000","0.00000000","0.00000000","-11.10000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","504","0.017500000","-18.72000000","0.00000000","-9.18000023","0.00000000","0.00000000","0.00000000","-9.18000023"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","502","0.017500000","-7.92000000","0.00000000","-8.99000007","0.00000000","0.00000000","0.00000000","-8.99000007"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MIPU","25","0.150000000","-15.05000000","0.00000000","-3.75000000","0.00000000","0.00000000","0.00000000","-3.75000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","647","0.017500000","-1603.65000000","0.00000000","-11.66000012","0.00000000","0.00000000","0.00000000","-11.66000012"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Contre-passation d’autorisation totale","NONE","83","0.017500000","-3197.98000000","0.00000000","-1.54000003","0.00000000","0.00000000","0.00000000","-1.54000003"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MHB2","25","0.150000000","0.00000000","0.00000000","-3.75000000","0.00000000","0.00000000","0.00000000","-3.75000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MHB2","28","0.017500000","-8.74000000","0.00000000","-0.56000000","0.00000000","0.00000000","0.00000000","-0.56000000"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","91","0.000000000","303.71000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","18","0.017500000","0.00000000","0.00000000","-0.36000000","0.00000000","0.00000000","0.00000000","-0.36000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MSI","2","0.017500000","-282.94000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","-0.04000000"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","19","0.017500000","0.00000000","0.00000000","-0.38000000","0.00000000","0.00000000","0.00000000","-0.38000000"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","577","0.150000000","-2362.01000000","0.00000000","-86.55000000","0.00000000","0.00000000","0.00000000","-86.55000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","3684","0.150000000","-218687.81000000","0.00000000","-552.60000000","0.00000000","0.00000000","0.00000000","-552.60000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MM1D","74","0.017500000","-432.00000000","0.00000000","-1.46000001","0.00000000","0.00000000","0.00000000","-1.46000001"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","3259","0.017500000","-204428.37000000","0.00000000","-58.60000175","0.00000000","0.00000000","0.00000000","-58.60000175"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","486","0.017500000","-2058.30000000","0.00000000","-8.82000029","0.00000000","0.00000000","0.00000000","-8.82000029"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MHB2","25","0.017500000","0.00000000","0.00000000","-0.50000000","0.00000000","0.00000000","0.00000000","-0.50000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","null","Transaction refusée","","3","0.017500000","-300.00000000","","-0.06000000","0.00000000","0.00000000","0.00000000","-0.06000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MHB2","25","0.150000000","-0.13000000","0.00000000","-3.75000000","0.00000000","0.00000000","0.00000000","-3.75000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","89","0.000000000","817.61000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","595","0.150000000","-20.71000000","0.00000000","-89.25000000","0.00000000","0.00000000","0.00000000","-89.25000000"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","91","0.000000000","0.91000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MHB2","2","0.017500000","-3.39000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","-0.04000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","91","0.000000000","1.99000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","342","0.000000000","11061.46000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MSI","2","0.150000000","-282.94000000","0.00000000","-0.30000000","0.00000000","0.00000000","0.00000000","-0.30000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","738","0.150000000","-1763.12000000","0.00000000","-110.70000000","0.00000000","0.00000000","0.00000000","-110.70000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","78","0.017500000","0.00000000","0.00000000","-1.55000001","0.00000000","0.00000000","0.00000000","-1.55000001"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MHB2","2","0.150000000","-3.39000000","0.00000000","-0.30000000","0.00000000","0.00000000","0.00000000","-0.30000000"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","593","0.150000000","-8.83000000","0.00000000","-88.95000000","0.00000000","0.00000000","0.00000000","-88.95000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MTKV","23","0.150000000","-39.55000000","0.00000000","-3.45000000","0.00000000","0.00000000","0.00000000","-3.45000000"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","19","0.017500000","0.00000000","0.00000000","-0.38000000","0.00000000","0.00000000","0.00000000","-0.38000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","522","0.017500000","-23573.88000000","0.00000000","-9.57000022","0.00000000","0.00000000","0.00000000","-9.57000022"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","MHB2","28","0.150000000","-8.74000000","0.00000000","-4.20000000","0.00000000","0.00000000","0.00000000","-4.20000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","91","0.000000000","159.47000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","611","0.150000000","-24391.49000000","0.00000000","-91.65000000","0.00000000","0.00000000","0.00000000","-91.65000000"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","null","Transaction refusée","","18","0.017500000","-903600000.00000000","","-0.36000000","0.00000000","0.00000000","0.00000000","-0.36000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MTKV","23","0.017500000","-39.55000000","0.00000000","-0.46000000","0.00000000","0.00000000","0.00000000","-0.46000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MHB2","25","0.017500000","-0.13000000","0.00000000","-0.50000000","0.00000000","0.00000000","0.00000000","-0.50000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","REMBOURSEMENT","29283915","Commerce plus","MHB2","6","0.150000000","-24.12000000","0.00000000","-0.90000000","0.00000000","0.00000000","0.00000000","-0.90000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais d’autorisation","REMBOURSEMENT","29283915","Préautorisation CPU","MHB2","6","0.000000000","24.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","19","0.017500000","0.00000000","0.00000000","-0.38000000","0.00000000","0.00000000","0.00000000","-0.38000000"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","MIPU","25","0.017500000","-15.05000000","0.00000000","-0.50000000","0.00000000","0.00000000","0.00000000","-0.50000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V989","34","0.000000000","-3585.95000000","0.02000000","-71.72000000","0.00000000","0.00000000","0.00000000","-71.72000000"
"Sommaires des frais","PEN","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V996","73","0.000000000","693.21000000","-0.01800000","12.51000001","0.00000000","0.00000000","0.00000000","12.51000001"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V369","33","0.000000000","176.71000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","VRCN","244","0.000000000","9645.00000000","-0.02050000","197.93000000","0.00000000","0.00000000","0.00000000","197.93000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V991","29","0.000000000","-356.24000000","0.02000000","-7.12000000","0.00000000","0.00000000","0.00000000","-7.12000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","VC1V","2","0.000000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V237","23","0.100000000","-307.36000000","0.02700000","-10.61999994","0.00000000","0.00000000","0.00000000","-10.61999994"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V987","12","0.000000000","-108.24000000","0.01600000","-1.74000000","0.00000000","0.00000000","0.00000000","-1.74000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","VRCM","35","0.000000000","180.63000000","-0.02350000","4.24999997","0.00000000","0.00000000","0.00000000","4.24999997"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V338","400","0.220000000","-11510.65000000","0.00050000","-93.75000086","0.00000000","0.00000000","0.00000000","-93.75000086"
"Sommaires des frais","CLP","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V987","418","0.000000000","-1331.26000000","0.01600000","-21.27999890","0.00000000","0.00000000","0.00000000","-21.27999890"
"Sommaires des frais","ARS","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V995","76","0.000000000","1.66000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V989","480","0.000000000","-786.75000000","0.02000000","-15.74000143","0.00000000","0.00000000","0.00000000","-15.74000143"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","VPDM","295","0.100000000","-10639.34000000","0.01800000","-221.12000068","0.00000000","0.00000000","0.00000000","-221.12000068"
"Sommaires des frais","COP","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V995","76","0.000000000","0.91000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","VCEB","1100","0.100000000","-37998.40000000","0.01800000","-793.83000146","0.00000000","0.00000000","0.00000000","-793.83000146"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V995","6","0.000000000","12.12000000","-0.01000000","0.12000000","0.00000000","0.00000000","0.00000000","0.12000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V234","177","0.100000000","-4869.73000000","0.02700000","-149.17999968","0.00000000","0.00000000","0.00000000","-149.17999968"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V996","42","0.000000000","2670.00000000","-0.01800000","48.06000000","0.00000000","0.00000000","0.00000000","48.06000000"
"Sommaires des frais","CLP","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V995","76","0.000000000","261.08000000","-0.01000000","2.56999998","0.00000000","0.00000000","0.00000000","2.56999998"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V105","189","0.100000000","-10070.15000000","0.03150000","-336.14999978","0.00000000","0.00000000","0.00000000","-336.14999978"
"Sommaires des frais","MXN","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","V996","76","0.000000000","137.12000000","-0.01800000","2.43000000","0.00000000","0.00000000","0.00000000","2.43000000"
"Sommaires des frais","PEN","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V989","432","0.000000000","-15079.90000000","0.02000000","-301.59999878","0.00000000","0.00000000","0.00000000","-301.59999878"
"Sommaires des frais","COP","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V987","418","0.000000000","4.47000000","0.01600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V231","570","0.100000000","-15444.74000000","0.02650000","-466.27999989","0.00000000","0.00000000","0.00000000","-466.27999989"
"Sommaires des frais","ARS","USD","VI","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","V987","420","0.000000000","-8.22000000","0.01600000","-0.14000164","0.00000000","0.00000000","0.00000000","-0.14000164"
"Sommaires des frais","MXN","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","International Évaluation de service","V996","76","0.000000000","137.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","International Évaluation de service","V987","420","0.000000000","-8.22000000","0.01400000","-0.14000164","0.00000000","0.00000000","0.00000000","-0.14000164"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","V234","","0.000000000","-4869.73000000","0.00140000","-6.83000024","0.00000000","0.00000000","0.00000000","-6.83000024"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","International Évaluation de service","V995","6","0.000000000","12.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Frais de transaction financière","V338","400","0.002500000","-11510.65000000","0.00000000","-1.00999973","0.00000000","0.00000000","0.00000000","-1.00999973"
"Sommaires des frais","PEN","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","International Évaluation de service","V989","432","0.000000000","-15079.90000000","0.01400000","-211.16999982","0.00000000","0.00000000","0.00000000","-211.16999982"
"Sommaires des frais","PEN","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","Frais d’autorisation VISA estimés","NONE","71","0.000000000","350.86000000","0.00020000","-0.03999996","0.00000000","0.00000000","0.00000000","-0.03999996"
"Sommaires des frais","COP","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Crédit APF d’autorisation de vente international","V987","17","0.039500000","0.00000000","0.00000000","-0.68000000","0.00000000","0.00000000","0.00000000","-0.68000000"
"Sommaires des frais","ARS","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","Frais d’autorisation VISA estimés","NONE","72","0.000000000","1.44000000","0.00020000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","VI Débit APF de transaction de remboursement international","V995","76","0.035500000","-261.08000000","0.00000000","-2.75000002","0.00000000","0.00000000","0.00000000","-2.75000002"
"Sommaires des frais","COP","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","VI Frais de transaction financière","V995","76","0.002500000","-0.85000000","0.00000000","-0.15000000","0.00000000","0.00000000","0.00000000","-0.15000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Crédit APF d’autorisation de vente international","V991","12","0.039500000","-186.24000000","0.00000000","-0.48000000","0.00000000","0.00000000","0.00000000","-0.48000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","VI Crédit APF d’autorisation de vente international","NONE","186","0.039500000","-14675.95000000","0.00000000","-7.37999996","0.00000000","0.00000000","0.00000000","-7.37999996"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","VRCN","","0.000000000","9645.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","VCEB","","0.000000000","-37992.40000000","0.00140000","-53.34999861","0.00000000","0.00000000","0.00000000","-53.34999861"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Crédit APF d’autorisation de ventes intérieures","V237","18","0.019500000","-282.36000000","0.00000000","-0.36000000","0.00000000","0.00000000","0.00000000","-0.36000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Frais de transaction financière","V991","29","0.002500000","-16.24000000","0.00000000","-0.06000000","0.00000000","0.00000000","0.00000000","-0.06000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Frais FAI interrégionaux ST","V987","6","0.000000000","6.12000000","0.00450000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Signalement et transfert de données","V105","189","0.000400000","-3821.85000000","0.00000000","-0.05000019","0.00000000","0.00000000","0.00000000","-0.05000019"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Frais de transaction financière","V989","34","0.002500000","-2814.05000000","0.00000000","-0.08999995","0.00000000","0.00000000","0.00000000","-0.08999995"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Crédit APF d’autorisation de ventes intérieures","VCEB","42","0.019500000","-436.00000000","0.00000000","-0.84000000","0.00000000","0.00000000","0.00000000","-0.84000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","VI Frais de commerce numérique","V995","6","0.007500000","-12.12000000","0.00000000","-0.06000000","0.00000000","0.00000000","0.00000000","-0.06000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","V987","","0.000000000","-96.00000000","0.00140000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","VI Débit APF d’autorisation de vente international","NONE","2","0.035500000","-40.00000000","0.00000000","-0.08000000","0.00000000","0.00000000","0.00000000","-0.08000000"
"Sommaires des frais","CLP","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","VI Débit APF d’autorisation de vente international","NONE","450","0.035500000","-1952.28000000","0.00000000","-16.36000056","0.00000000","0.00000000","0.00000000","-16.36000056"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","VI Signalement et transfert de données","V231","570","0.000400000","-15206.32000000","0.00000000","-0.21999933","0.00000000","0.00000000","0.00000000","-0.21999933"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","V989","","0.000000000","-3585.95000000","0.00140000","-5.02000000","0.00000000","0.00000000","0.00000000","-5.02000000"
"Sommaires des frais","PEN","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","VI Frais FAI interrégionaux ST","V996","73","0.000000000","693.21000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","VI Frais de commerce numérique","NONE","560","0.007500000","-2265.17000000","0.00000000","-4.76000030","0.00000000","0.00000000","0.00000000","-4.76000030"
"Sommaires des frais","ARS","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","V995","","0.000000000","1.66000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","VI","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","VRCM","","0.000000000","180.63000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
